,imLoc,jVel,jPos,eeVel,eePos,cPos
51,/images/episode_0/run_0/step_51.jpg,"0.12930870056152344,0.39298534393310547,-0.0904083251953125,0.0029850006103515625,-0.8736753463745117,-0.2481555938720703,0.8537483215332031","-0.297776460647583,0.04566919803619385,0.2836275100708008,-2.094395160675049,-0.38265252113342285,0.2229766845703125,0.7245481014251709","-0.028444483876228333,0.958945631980896,0.31071731448173523","-0.009241849184036255,-0.06587743759155273,-0.14738917350769043,0.07541640847921371,-0.024735786020755768,-0.020129429176449776","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
52,/images/episode_0/run_0/step_52.jpg,"0.2203226089477539,0.3926992416381836,-0.18892765045166016,0.0031185150146484375,-0.9186077117919922,-0.24295806884765625,0.8996152877807617","-0.2867603302001953,0.06530416011810303,0.2741811275482178,-2.094395160675049,-0.42858290672302246,0.2108287811279297,0.769528865814209","-0.02889120578765869,0.9558621644973755,0.3031408190727234","-0.008969306945800781,-0.06285429000854492,-0.14991164207458496,0.07906131446361542,-0.022145304828882217,-0.018567970022559166","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
53,/images/episode_0/run_0/step_53.jpg,"0.3156423568725586,0.3909444808959961,-0.2950620651245117,0.0032138824462890625,-0.9405899047851562,-0.2402353286743164,0.9254264831542969","-0.2709782123565674,0.08485138416290283,0.2594280242919922,-2.094395160675049,-0.4756124019622803,0.19881701469421387,0.8158001899719238","-0.029330983757972717,0.9529529809951782,0.2954421043395996","-0.008837878704071045,-0.05946040153503418,-0.15232563018798828,0.0830477923154831,-0.019294338300824165,-0.017355890944600105","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
54,/images/episode_0/run_0/step_54.jpg,"0.40840625762939453,0.38863658905029297,-0.4014015197753906,0.028772354125976562,-0.9389591217041016,-0.24065017700195312,0.9306621551513672","-0.25055789947509766,0.10428321361541748,0.23935794830322266,-2.0930027961730957,-0.5225603580474854,0.1867845058441162,0.8623332977294922","-0.029784180223941803,0.9495779275894165,0.2882174849510193","-0.009079724550247192,-0.06787300109863281,-0.1440286636352539,0.06280224025249481,-0.016470853239297867,-0.016501041129231453","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
55,/images/episode_0/run_0/step_55.jpg,"0.4918527603149414,0.38439273834228516,-0.5005073547363281,0.05309581756591797,-0.9131050109863281,-0.2436351776123047,0.9143304824829102","-0.22596526145935059,0.12350285053253174,0.21433258056640625,-2.0903480052948,-0.5682156085968018,0.17460274696350098,0.9080498218536377","-0.03026764839887619,0.9458370208740234,0.2815380096435547","-0.009669363498687744,-0.07481813430786133,-0.133589506149292,0.041473813354969025,-0.013031148351728916,-0.016456155106425285","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
56,/images/episode_0/run_0/step_56.jpg,"0.5623102188110352,0.38078784942626953,-0.5876445770263672,0.0597381591796875,-0.8675765991210938,-0.24891376495361328,0.8805561065673828","-0.19784975051879883,0.14254224300384521,0.1849503517150879,-2.0873610973358154,-0.6115944385528564,0.1621570587158203,0.9520776271820068","-0.030763275921344757,0.942142128944397,0.2748834192752838","-0.009912550449371338,-0.0738978385925293,-0.13309180736541748,0.04093741625547409,-0.010327981784939766,-0.01599850319325924","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
57,/images/episode_0/run_0/step_57.jpg,"0.6204319000244141,0.37813663482666016,-0.6628179550170898,0.0664663314819336,-0.8086633682250977,-0.25739192962646484,0.8352327346801758","-0.16682815551757812,0.16144907474517822,0.1518094539642334,-2.0840377807617188,-0.6520276069641113,0.14928746223449707,0.9938392639160156","-0.03126721829175949,0.9384031295776367,0.26820117235183716","-0.010078847408294678,-0.07477998733520508,-0.1336449384689331,0.03943736106157303,-0.007988935336470604,-0.015235275030136108","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
58,/images/episode_0/run_0/step_58.jpg,"0.6667661666870117,0.3769683837890625,-0.7261943817138672,0.07314682006835938,-0.7391023635864258,-0.2684354782104492,0.7807588577270508","-0.13348984718322754,0.18029749393463135,0.11549973487854004,-2.080380439758301,-0.6889827251434326,0.1358656883239746,1.0328772068023682","-0.031797219067811966,0.9346945881843567,0.2615625858306885","-0.0106000155210495,-0.07417082786560059,-0.13277173042297363,0.03800008073449135,-0.005421787966042757,-0.015212221071124077","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
59,/images/episode_0/run_0/step_59.jpg,"0.7022857666015625,0.3775644302368164,-0.7782316207885742,0.0798797607421875,-0.6603717803955078,-0.2816200256347656,0.7183408737182617","-0.09837555885314941,0.19917571544647217,0.07658815383911133,-2.0763864517211914,-0.722001314163208,0.12178468704223633,1.0687942504882812","-0.0323360301554203,0.9310182332992554,0.25499165058135986","-0.010776221752166748,-0.07352709770202637,-0.13141870498657227,0.0358944907784462,-0.0033081499859690666,-0.014714168384671211","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
60,/images/episode_0/run_0/step_60.jpg,"0.726933479309082,0.38033008575439453,-0.8185863494873047,0.08666515350341797,-0.5729246139526367,-0.29622554779052734,0.6480741500854492","-0.06202888488769531,0.2181922197341919,0.035658836364746094,-2.0720531940460205,-0.7506475448608398,0.10697340965270996,1.1011979579925537","-0.032896097749471664,0.9272909164428711,0.24840767681598663","-0.011201351881027222,-0.07454633712768555,-0.1316794753074646,0.033788226544857025,-0.0012912633828818798,-0.014380175620317459","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
61,/images/episode_0/run_0/step_61.jpg,"0.7390356063842773,0.38515567779541016,-0.845184326171875,0.09340763092041016,-0.4768848419189453,-0.3112363815307617,0.5695772171020508","-0.025077104568481445,0.2374500036239624,-0.006600379943847656,-2.0673828125,-0.7744917869567871,0.09141159057617188,1.1296768188476562","-0.03348114714026451,0.9235833287239075,0.24188794195652008","-0.011700987815856934,-0.07415175437927246,-0.13039469718933105,0.03145870566368103,0.0007373025873675942,-0.014408666640520096","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
62,/images/episode_0/run_0/step_62.jpg,"0.7362747192382812,0.3919506072998047,-0.854954719543457,0.10019302368164062,-0.37367820739746094,-0.3254365921020508,0.48355579376220703","0.011736631393432617,0.25704753398895264,-0.04934811592102051,-2.062373161315918,-0.7931756973266602,0.07513976097106934,1.1538546085357666","-0.034078311175107956,0.9199031591415405,0.23545458912849426","-0.011943280696868896,-0.07360339164733887,-0.12866705656051636,0.028710586950182915,0.002292964607477188,-0.014154624193906784","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
63,/images/episode_0/run_0/step_63.jpg,"0.7158327102661133,0.4003763198852539,-0.8444309234619141,0.10699748992919922,-0.266876220703125,-0.3371906280517578,0.39252281188964844","0.04752826690673828,0.27706634998321533,-0.09156966209411621,-2.057023286819458,-0.8065195083618164,0.058280229568481445,1.173480749130249","-0.034710101783275604,0.9161506295204163,0.22899703681468964","-0.012635812163352966,-0.07505059242248535,-0.12915104627609253,0.02629264071583748,0.003714693943038583,-0.014307559467852116","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
64,/images/episode_0/run_0/step_64.jpg,"0.6759786605834961,0.4091930389404297,-0.8109521865844727,0.11378765106201172,-0.1625204086303711,-0.3447580337524414,0.3014087677001953","0.08132719993591309,0.2975260019302368,-0.13211727142333984,-2.0513339042663574,-0.814645528793335,0.041042327880859375,1.1885511875152588","-0.03535185009241104,0.9124108552932739,0.22261205315589905","-0.01283496618270874,-0.07479548454284668,-0.12769967317581177,0.023627381771802902,0.004527613520622253,-0.014052385464310646","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
65,/images/episode_0/run_0/step_65.jpg,"0.6185197830200195,0.417633056640625,-0.7562541961669922,0.12058258056640625,-0.06832599639892578,-0.34705638885498047,0.2171945571899414","0.11225318908691406,0.31840765476226807,-0.16992998123168945,-2.045304775238037,-0.8180618286132812,0.02368950843811035,1.1994109153747559","-0.0360165610909462,0.9086955785751343,0.21629276871681213","-0.013294219970703125,-0.07430553436279297,-0.12638568878173828,0.021551258862018585,0.005028906743973494,-0.01426670141518116","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
66,/images/episode_0/run_0/step_66.jpg,"0.5489492416381836,0.424652099609375,-0.6858539581298828,0.1274251937866211,0.00926971435546875,-0.3440237045288086,0.14595985412597656","0.13970065116882324,0.3396402597427368,-0.2042226791381836,-2.038933515548706,-0.8175983428955078,0.006488323211669922,1.2067089080810547","-0.0367002971470356,0.9049052000045776,0.2099301815032959","-0.013674721121788025,-0.07580757141113281,-0.1272517442703247,0.01994956284761429,0.004735098220407963,-0.014132540673017502","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
67,/images/episode_0/run_0/step_67.jpg,"0.47435760498046875,0.4294157028198242,-0.6076145172119141,0.13421058654785156,0.06744861602783203,-0.3363609313964844,0.09092330932617188","0.16341853141784668,0.361111044883728,-0.2346034049987793,-2.0322229862213135,-0.8142259120941162,-0.010329723358154297,1.2112550735473633","-0.03739457204937935,0.9011324644088745,0.20361091196537018","-0.013885498046875,-0.0754547119140625,-0.1263853907585144,0.01875251531600952,0.0042432378977537155,-0.0140226436778903","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
68,/images/episode_0/run_0/step_68.jpg,"0.4015541076660156,0.4320669174194336,-0.5294656753540039,0.14099597930908203,0.10729789733886719,-0.32554149627685547,0.05185127258300781","0.18349623680114746,0.3827143907546997,-0.2610766887664795,-2.0251731872558594,-0.8088610172271729,-0.02660679817199707,1.2138476371765137","-0.03809375688433647,0.8973968625068665,0.19734707474708557","-0.013983696699142456,-0.07471203804016113,-0.12527674436569214,0.01796899549663067,0.003382887225598097,-0.013876738958060741","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
69,/images/episode_0/run_0/step_69.jpg,"0.33500194549560547,0.4329681396484375,-0.456695556640625,0.1478099822998047,0.13222694396972656,-0.3129005432128906,0.026111602783203125","0.20024633407592773,0.4043627977371216,-0.28391146659851074,-2.017782688140869,-0.8022496700286865,-0.0422518253326416,1.2151532173156738","-0.03881723806262016,0.893578827381134,0.19100527465343475","-0.014469623565673828,-0.07636070251464844,-0.12683600187301636,0.017694849520921707,0.002630783710628748,-0.013848666101694107","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
70,/images/episode_0/run_0/step_70.jpg,"0.2765083312988281,0.4321098327636719,-0.3915691375732422,0.15452861785888672,0.14624595642089844,-0.2992677688598633,0.010323524475097656","0.21407175064086914,0.4259682893753052,-0.30348992347717285,-2.010056257247925,-0.7949373722076416,-0.057215213775634766,1.2156693935394287","-0.03953499346971512,0.8897884488105774,0.18470945954322815","-0.014355108141899109,-0.07580757141113281,-0.12591630220413208,0.01727486588060856,0.0016393207479268312,-0.01335527841001749","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
71,/images/episode_0/run_0/step_71.jpg,"0.2263641357421875,0.43019771575927734,-0.33493995666503906,0.16124248504638672,0.1528024673461914,-0.2853584289550781,0.0014734268188476562","0.22538995742797852,0.44747817516326904,-0.3202369213104248,-2.0019941329956055,-0.787297248840332,-0.07148313522338867,1.215743064880371","-0.0402526780962944,0.8860384225845337,0.17847244441509247","-0.014353692531585693,-0.07500052452087402,-0.12474030256271362,0.01694202981889248,0.0009350374457426369,-0.013041594997048378","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
72,/images/episode_0/run_0/step_72.jpg,"0.1837635040283203,0.4276752471923828,-0.28630733489990234,0.1679706573486328,0.1545238494873047,-0.2715301513671875,-0.0027990341186523438","0.23457813262939453,0.4688619375228882,-0.3345522880554199,-1.9935956001281738,-0.7795710563659668,-0.08505964279174805,1.2156031131744385","-0.040992360562086105,0.8822080492973328,0.17215873301029205","-0.014793649315834045,-0.07660746574401855,-0.1262742280960083,0.017052706331014633,0.0003556764277163893,-0.01296639908105135","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
73,/images/episode_0/run_0/step_73.jpg,"0.1479339599609375,0.42418956756591797,-0.24460315704345703,0.17465591430664062,0.15308856964111328,-0.25779247283935547,-0.004100799560546875","0.2419748306274414,0.4900714159011841,-0.3467824459075928,-1.9848628044128418,-0.7719166278839111,-0.09794926643371582,1.2153980731964111","-0.04171901196241379,0.8784023523330688,0.16590411961078644","-0.01453302800655365,-0.07611393928527832,-0.1250922679901123,0.016522301360964775,-0.0003495879063848406,-0.012281544506549835","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
74,/images/episode_0/run_0/step_74.jpg,"0.11753082275390625,0.4204225540161133,-0.20882606506347656,0.18129825592041016,0.14973163604736328,-0.24430274963378906,-0.0035762786865234375","0.24785137176513672,0.5110925436019897,-0.3572237491607666,-1.9757978916168213,-0.764430046081543,-0.11016440391540527,1.215219259262085","-0.04244505241513252,0.8746455311775208,0.15972423553466797","-0.014520809054374695,-0.07513642311096191,-0.12359768152236938,0.016320116817951202,-0.0007749965880066156,-0.012020600959658623","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
75,/images/episode_0/run_0/step_75.jpg,"0.09171485900878906,0.4165172576904297,-0.17805099487304688,0.1880645751953125,0.14522552490234375,-0.23111820220947266,-0.0019121170043945312","0.25243711471557617,0.5319184064865112,-0.36612629890441895,-1.9663946628570557,-0.7571687698364258,-0.1217203140258789,1.2151236534118652","-0.04319079592823982,0.8707842826843262,0.15345926582813263","-0.014914870262145996,-0.0772249698638916,-0.1252993941307068,0.01628667302429676,-0.001008565304800868,-0.011845269240438938","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
76,/images/episode_0/run_0/step_76.jpg,"0.06974220275878906,0.41197776794433594,-0.15136241912841797,0.1946544647216797,0.1399374008178711,-0.218048095703125,0.00037670135498046875","0.2559242248535156,0.552517294883728,-0.37369441986083984,-1.9566619396209717,-0.7501718997955322,-0.13262271881103516,1.2151424884796143","-0.04392395541071892,0.8669535517692566,0.14726746082305908","-0.01466318964958191,-0.0766146183013916,-0.12383610010147095,0.01584399864077568,-0.0014421180821955204,-0.011244443245232105","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
77,/images/episode_0/run_0/step_77.jpg,"0.050797462463378906,0.40738582611083984,-0.1281261444091797,0.20125389099121094,0.13419151306152344,-0.2052021026611328,0.0030183792114257812","0.25846409797668457,0.57288658618927,-0.38010072708129883,-1.9465992450714111,-0.743462324142456,-0.1428828239440918,1.2152934074401855","-0.04465220123529434,0.8631674647331238,0.14116361737251282","-0.014564916491508484,-0.07572174072265625,-0.12207686901092529,0.015488719567656517,-0.0016195053467527032,-0.010896296240389347","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
78,/images/episode_0/run_0/step_78.jpg,"0.034275054931640625,0.4028749465942383,-0.10769367218017578,0.2079916000366211,0.12819766998291016,-0.19253253936767578,0.0058746337890625","0.2601778507232666,0.5930303335189819,-0.3854854106903076,-1.93619966506958,-0.7370524406433105,-0.15250945091247559,1.2155871391296387","-0.045403022319078445,0.8592742085456848,0.13497988879680634","-0.015016421675682068,-0.0778651237487793,-0.12367457151412964,0.015557559207081795,-0.0016314242966473103,-0.010843387804925442","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
